gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
PANTR1,8.55E-64,-0.352652725,0.171,0.385,2.78E-59,1.12E-63,58.55599177,62.95240754,NA,NA,NO,58.55599177,NA
PAPOLA,2.82E-89,-0.263739053,0.205,0.489,9.18E-85,5.00E-89,84.03723171,88.30109226,NA,NA,NO,84.03723171,NA
PARK7,2.31E-205,-0.712235338,0.436,0.813,7.51E-201,3.09E-204,200.1246326,203.5100783,NA,NA,DOWN,200.1246326,NA
PBK,1.38E-32,-0.283624685,0.025,0.108,4.47E-28,1.54E-32,27.34969615,31.8117907,NA,NA,NO,27.34969615,NA
PCBP1,6.70E-115,-0.368919882,0.217,0.54,2.18E-110,1.89E-114,109.6622185,113.7231156,NA,NA,NO,109.6622185,NA
PCLAF,9.62E-48,-0.529820839,0.062,0.189,3.13E-43,1.14E-47,42.50514304,46.94286197,NA,NA,DOWN,42.50514304,NA
PCMT1,1.10E-130,-0.419760103,0.165,0.488,3.58E-126,4.00E-130,125.4457171,129.39818,NA,NA,NO,125.4457171,NA
PCNA,5.45E-75,-0.410952414,0.083,0.277,1.77E-70,7.67E-75,69.75168804,74.11503445,NA,NA,NO,69.75168804,NA
PCNP,5.19E-140,-0.451685302,0.174,0.509,1.69E-135,2.20E-139,134.7726086,138.6570589,NA,NA,NO,134.7726086,NA
PDAP1,5.71E-133,-0.437531398,0.22,0.558,1.86E-128,2.16E-132,127.7312844,131.6660566,NA,NA,NO,127.7312844,NA
PDCD10,7.36E-99,-0.307588445,0.078,0.316,2.39E-94,1.56E-98,93.62114557,97.80715911,NA,NA,NO,93.62114557,NA
PDCD5,1.97E-114,-0.430580905,0.263,0.583,6.40E-110,5.52E-114,109.1939926,113.2584293,NA,NA,NO,109.1939926,NA
PDCD6,4.38E-97,-0.343090663,0.21,0.503,1.42E-92,8.91E-97,91.84622327,96.0499869,NA,NA,NO,91.84622327,NA
PDGFRA,0.069868403,0.364425208,0.235,0.243,1,0.072050856,0,1.142360852,NA,NA,NO,0,NA
PDIA3,5.99E-103,-0.370415317,0.249,0.56,1.95E-98,1.36E-102,97.71092026,101.8677312,NA,NA,NO,97.71092026,NA
PDIA6,2.38E-132,-0.448897515,0.259,0.609,7.75E-128,8.93E-132,127.1106622,131.0492191,NA,NA,NO,127.1106622,NA
PDLIM2,8.95E-83,-0.291548512,0.05,0.244,2.91E-78,1.40E-82,77.53633148,81.85376293,NA,NA,NO,77.53633148,NA
PDLIM4,1.62E-55,-0.327460618,0.043,0.183,5.26E-51,2.01E-55,50.27876287,54.6966336,NA,NA,NO,50.27876287,NA
PDPN,5.76E-116,-0.57163491,0.079,0.338,1.87E-111,1.67E-115,110.7279157,114.7772886,NA,NA,DOWN,110.7279157,NA
PDZD11,5.74E-93,-0.266169808,0.089,0.325,1.87E-88,1.08E-92,87.72909257,91.96820813,NA,NA,NO,87.72909257,NA
PEA15,2.14E-85,-0.320413717,0.144,0.39,6.97E-81,3.53E-85,80.15668718,84.4519044,NA,NA,NO,80.15668718,NA
PEBP1,3.41E-182,-0.764652745,0.476,0.797,1.11E-177,3.00E-181,176.9552994,180.5224114,NA,NA,DOWN,176.9552994,NA
PEG10,2.07E-33,-0.2968369,0.168,0.311,6.73E-29,2.33E-33,28.17202053,32.63298484,NA,NA,NO,28.17202053,NA
PEPD,7.82E-83,-0.261593407,0.081,0.295,2.54E-78,1.23E-82,77.59475898,81.91061261,NA,NA,NO,77.59475898,NA
PET100,2.31E-83,-0.294541984,0.252,0.545,7.51E-79,3.67E-83,78.12407968,82.43476544,NA,NA,NO,78.12407968,NA
PFDN1,4.33E-102,-0.324031505,0.12,0.387,1.41E-97,9.69E-102,96.85176771,101.013678,NA,NA,NO,96.85176771,NA
PFDN2,2.77E-84,-0.278395318,0.267,0.566,9.01E-80,4.46E-84,79.04524991,83.35030063,NA,NA,NO,79.04524991,NA
PFDN5,4.69E-126,-0.416937583,0.536,0.881,1.53E-121,1.60E-125,120.8164764,124.7971961,NA,NA,NO,120.8164764,NA
PFN1,6.64E-236,-1.006116623,0.361,0.734,2.16E-231,1.30E-234,230.666062,233.8854007,NA,NA,DOWN,230.666062,NA
PFN2,1.36E-63,-0.502613665,0.212,0.428,4.42E-59,1.77E-63,58.354476,62.75220285,NA,NA,DOWN,58.354476,NA
PGAM1,9.13E-146,-0.528293637,0.155,0.487,2.97E-141,4.39E-145,140.5276242,144.3575746,NA,NA,DOWN,140.5276242,NA
PGK1,2.87E-220,-0.995668117,0.253,0.667,9.32E-216,4.54E-219,215.0304426,218.342725,NA,NA,DOWN,215.0304426,NA
PGLS,1.00E-111,-0.38649285,0.162,0.451,3.26E-107,2.68E-111,106.4866168,110.5717053,NA,NA,NO,106.4866168,NA
PHB,1.03E-144,-0.506723291,0.205,0.552,3.35E-140,4.79E-144,139.4752545,143.3194844,NA,NA,DOWN,139.4752545,NA
PHF5A,1.46E-76,-0.250901044,0.079,0.278,4.75E-72,2.09E-76,71.32307507,75.67891805,NA,NA,NO,71.32307507,NA
PHPT1,1.04E-198,-0.671424377,0.323,0.728,3.39E-194,1.23E-197,193.4698279,196.9090367,NA,NA,DOWN,193.4698279,NA
PIH1D1,4.73E-96,-0.300418857,0.109,0.358,1.54E-91,9.45E-96,90.81366924,95.02453597,NA,NA,NO,90.81366924,NA
PIN1,2.77E-140,-0.472966325,0.134,0.454,9.02E-136,1.18E-139,135.0448816,138.9271925,NA,NA,NO,135.0448816,NA
PKIB,3.71E-49,-0.283458865,0.076,0.221,1.20E-44,4.43E-49,43.91910819,48.35383196,NA,NA,NO,43.91910819,NA
PKM,2.77E-246,-1.011788664,0.369,0.771,9.00E-242,6.83E-245,241.0457273,244.1656812,NA,NA,DOWN,241.0457273,NA
PLAAT3,7.72E-102,-0.466633869,0.097,0.343,2.51E-97,1.72E-101,96.60043876,100.7657157,NA,NA,NO,96.60043876,NA
PLAAT4,1.29E-67,-0.422677147,0.042,0.202,4.21E-63,1.73E-67,62.3760726,66.76151824,NA,NA,NO,62.3760726,NA
PLAUR,4.81E-53,-0.342631787,0.013,0.127,1.56E-48,5.90E-53,47.8061285,52.22927853,NA,NA,NO,47.8061285,NA
PLEKHB1,1.29E-40,-0.254527347,0.094,0.228,4.20E-36,1.48E-40,35.37706568,39.8283023,NA,NA,NO,35.37706568,NA
PLIN2,1.83E-55,-0.698544196,0.036,0.169,5.93E-51,2.26E-55,50.22683321,54.64532838,NA,NA,DOWN,50.22683321,NA
PLIN3,8.34E-109,-0.426629763,0.071,0.317,2.71E-104,2.11E-108,103.5666781,107.6765901,NA,NA,NO,103.5666781,NA
PLP1,6.33E-05,-1.443363186,0.163,0.206,1,6.68E-05,0,4.175385544,NA,NA,NO,0,NA
PLP2,4.91E-115,-0.519713127,0.06,0.305,1.60E-110,1.40E-114,109.7968353,113.8541638,NA,NA,DOWN,109.7968353,NA
PLSCR1,1.01E-81,-0.315475331,0.05,0.241,3.28E-77,1.55E-81,76.4846884,80.80953719,NA,NA,NO,76.4846884,NA
PLTP,5.52E-90,-0.548065967,0.075,0.293,1.79E-85,9.92E-90,84.7464544,89.00358157,NA,NA,DOWN,84.7464544,NA
PLXDC2,9.20E-44,-0.303504937,0.017,0.116,2.99E-39,1.07E-43,38.52436283,42.96948048,NA,NA,NO,38.52436283,NA
PMAIP1,0.000148448,0.351648509,0.12,0.099,1,0.000155757,0,3.80755111,NA,NA,NO,0,NA
PMP2,2.28E-44,-0.628789832,0.354,0.524,7.41E-40,2.67E-44,39.13016929,43.57411158,NA,NA,DOWN,39.13016929,NA
PMP22,4.64E-153,-0.757943166,0.094,0.407,1.51E-148,2.58E-152,147.8215671,151.5891834,NA,NA,DOWN,147.8215671,NA
PMVK,3.68E-99,-0.322766048,0.103,0.352,1.20E-94,7.85E-99,93.92240623,98.10521069,NA,NA,NO,93.92240623,NA
PNISR,8.48E-06,0.337873004,0.584,0.712,0.275583292,8.98E-06,0.559747117,5.046524134,NA,NA,NO,0.559747117,NA
PNKD,4.19E-91,-0.30766472,0.14,0.397,1.36E-86,7.66E-91,85.86538678,90.11567452,NA,NA,NO,85.86538678,NA
PNRC1,8.60E-74,-0.399713318,0.189,0.422,2.79E-69,1.19E-73,68.55365818,72.92263571,NA,NA,NO,68.55365818,NA
POLD2,1.39E-119,-0.414811028,0.129,0.423,4.51E-115,4.25E-119,114.3460458,118.3714101,NA,NA,NO,114.3460458,NA
POLR1D,3.08E-79,-0.268039086,0.151,0.389,1.00E-74,4.52E-79,73.9988594,78.3444918,NA,NA,NO,73.9988594,NA
POLR2E,2.70E-97,-0.343218344,0.163,0.431,8.77E-93,5.52E-97,92.05719136,96.25838974,NA,NA,NO,92.05719136,NA
POLR2F,8.63E-102,-0.367189799,0.302,0.632,2.81E-97,1.91E-101,96.55186664,100.71826,NA,NA,NO,96.55186664,NA
POLR2G,1.46E-149,-0.493316067,0.157,0.498,4.73E-145,7.62E-149,144.3247775,148.1181474,NA,NA,NO,144.3247775,NA
POLR2I,1.16E-158,-0.538804408,0.249,0.621,3.78E-154,7.30E-158,153.4224653,157.1366539,NA,NA,DOWN,153.4224653,NA
POLR2J,3.55E-93,-0.335512206,0.37,0.693,1.15E-88,6.68E-93,87.93819994,92.17542521,NA,NA,NO,87.93819994,NA
POLR2J3,5.95E-26,0.503487593,0.602,0.656,1.93E-21,6.56E-26,20.7135932,25.18324089,NA,NA,UP,20.7135932,NA
POLR2K,7.66E-104,-0.324699501,0.21,0.516,2.49E-99,1.77E-103,98.60413329,102.7528908,NA,NA,NO,98.60413329,NA
POLR2L,7.31E-193,-0.73218952,0.288,0.683,2.38E-188,8.14E-192,187.624332,191.0895196,NA,NA,DOWN,187.624332,NA
POMP,5.46E-272,-0.857909568,0.32,0.763,1.77E-267,1.81E-270,266.7511797,269.742039,NA,NA,DOWN,266.7511797,NA
PON2,5.40E-115,-0.571523053,0.174,0.467,1.76E-110,1.54E-114,109.7555773,113.8136219,NA,NA,DOWN,109.7555773,NA
POP7,1.14E-93,-0.313531254,0.134,0.392,3.72E-89,2.18E-93,88.42967466,92.66117917,NA,NA,NO,88.42967466,NA
POU2F2,0.002704403,0.296153584,0.153,0.137,1,0.002817019,0,2.550210272,NA,NA,NO,0,NA
PPA1,1.58E-105,-0.406512625,0.189,0.474,5.15E-101,3.78E-105,100.2883618,104.4229563,NA,NA,NO,100.2883618,NA
PPDPF,1.59E-109,-0.559785802,0.292,0.597,5.17E-105,4.05E-109,104.2866781,108.3927637,NA,NA,DOWN,104.2866781,NA
PPIA,1.30E-275,-0.842596307,0.673,0.947,4.24E-271,4.50E-274,270.3731205,273.3469465,NA,NA,DOWN,270.3731205,NA
PPIB,2.09E-121,-0.520919771,0.395,0.721,6.80E-117,6.64E-121,116.1673156,120.1777705,NA,NA,DOWN,116.1673156,NA
PPIG,2.85E-103,-0.356608681,0.274,0.599,9.26E-99,6.51E-103,98.03360484,102.1864077,NA,NA,NO,98.03360484,NA
PPP1CA,1.37E-114,-0.37821343,0.152,0.445,4.46E-110,3.86E-114,109.3505527,113.413577,NA,NA,NO,109.3505527,NA
PPP1CB,2.29E-103,-0.530282715,0.195,0.485,7.44E-99,5.24E-103,98.12837709,102.2806044,NA,NA,DOWN,98.12837709,NA
PPP1R14A,2.64E-18,-0.504395613,0.065,0.134,8.57E-14,2.87E-18,13.06697663,17.54240949,NA,NA,DOWN,13.06697663,NA
PPP1R7,2.51E-88,-0.27112237,0.087,0.312,8.16E-84,4.34E-88,83.08853911,87.3620902,NA,NA,NO,83.08853911,NA
PPP2CA,2.06E-89,-0.260511936,0.141,0.396,6.69E-85,3.66E-89,84.17436015,88.43688234,NA,NA,NO,84.17436015,NA
PPP4C,9.58E-109,-0.321256789,0.149,0.44,3.11E-104,2.41E-108,103.50688,107.6174265,NA,NA,NO,103.50688,NA
PPT1,1.10E-78,-0.259305225,0.119,0.345,3.57E-74,1.60E-78,73.44751958,77.79572721,NA,NA,NO,73.44751958,NA
PRDX1,3.38E-162,-0.727954757,0.478,0.813,1.10E-157,2.20E-161,156.9594976,160.6575994,NA,NA,DOWN,156.9594976,NA
PRDX2,6.26E-240,-0.996629991,0.327,0.725,2.03E-235,1.35E-238,234.6918078,237.8697537,NA,NA,DOWN,234.6918078,NA
PRDX3,1.24E-109,-0.339244699,0.075,0.326,4.03E-105,3.17E-109,104.3944691,108.4992718,NA,NA,NO,104.3944691,NA
PRDX4,9.07E-154,-0.56451169,0.2,0.552,2.95E-149,5.08E-153,148.5303462,152.2937529,NA,NA,DOWN,148.5303462,NA
PRDX5,3.56E-170,-0.577516725,0.304,0.692,1.16E-165,2.61E-169,164.936358,168.5841259,NA,NA,DOWN,164.936358,NA
PRDX6,7.11E-192,-0.737622499,0.239,0.629,2.31E-187,7.77E-191,186.6359392,190.1094522,NA,NA,DOWN,186.6359392,NA
PRELID1,3.92E-93,-0.400337273,0.256,0.54,1.27E-88,7.35E-93,87.89528221,92.13345365,NA,NA,NO,87.89528221,NA
PRMT1,1.39E-105,-0.448211456,0.212,0.501,4.52E-101,3.32E-105,100.3450913,104.4784844,NA,NA,NO,100.3450913,NA
PRR13,2.73E-87,-0.307143083,0.137,0.382,8.86E-83,4.65E-87,82.05240273,86.33243917,NA,NA,NO,82.05240273,NA
PRXL2A,7.45E-112,-0.411607376,0.126,0.406,2.42E-107,2.00E-111,106.6159899,110.6997317,NA,NA,NO,106.6159899,NA
PSAP,1.34E-126,-0.677419443,0.324,0.661,4.35E-122,4.60E-126,121.3610545,125.3374784,NA,NA,DOWN,121.3610545,NA
PSAT1,4.30E-60,-0.292008455,0.085,0.254,1.40E-55,5.47E-60,54.85496733,59.26208295,NA,NA,NO,54.85496733,NA
PSENEN,2.15E-78,-0.252379239,0.165,0.412,7.00E-74,3.13E-78,73.15467037,77.50434274,NA,NA,NO,73.15467037,NA
PSMA1,1.17E-155,-0.515568754,0.18,0.532,3.80E-151,6.88E-155,150.4205674,154.1622909,NA,NA,DOWN,150.4205674,NA
PSMA2,4.95E-202,-0.702855942,0.325,0.724,1.61E-197,6.28E-201,196.7939225,200.2023173,NA,NA,DOWN,196.7939225,NA
PSMA3,7.97E-106,-0.365436281,0.146,0.426,2.59E-101,1.91E-105,100.586596,104.7187844,NA,NA,NO,100.586596,NA
PSMA4,7.17E-185,-0.640239068,0.208,0.59,2.33E-180,6.72E-184,179.6327705,183.1724443,NA,NA,DOWN,179.6327705,NA
PSMA5,8.19E-108,-0.356004885,0.113,0.379,2.66E-103,2.03E-107,102.5747412,106.6928299,NA,NA,NO,102.5747412,NA
PSMA6,8.36E-158,-0.550157977,0.214,0.573,2.72E-153,5.19E-157,152.5656795,156.2845802,NA,NA,DOWN,152.5656795,NA
PSMA7,1.97E-244,-0.84074022,0.383,0.788,6.40E-240,4.47E-243,239.1935626,242.3492322,NA,NA,DOWN,239.1935626,NA
PSMB1,3.96E-189,-0.658581122,0.328,0.723,1.29E-184,4.15E-188,183.890014,187.3823539,NA,NA,DOWN,183.890014,NA
PSMB10,6.55E-85,-0.285394044,0.126,0.363,2.13E-80,1.07E-84,79.67201508,83.96971162,NA,NA,NO,79.67201508,NA
PSMB2,1.04E-182,-0.593222105,0.16,0.538,3.39E-178,9.28E-182,177.469943,181.0326006,NA,NA,DOWN,177.469943,NA
PSMB3,1.34E-148,-0.57388662,0.27,0.625,4.37E-144,6.90E-148,143.3597414,147.1609366,NA,NA,DOWN,143.3597414,NA
PSMB4,9.15E-87,-0.282557247,0.173,0.435,2.97E-82,1.55E-86,81.52653438,85.81041605,NA,NA,NO,81.52653438,NA
PSMB5,2.93E-152,-0.552643722,0.225,0.585,9.51E-148,1.61E-151,147.0219113,150.7923116,NA,NA,DOWN,147.0219113,NA
PSMB6,1.55E-187,-0.651637461,0.225,0.619,5.04E-183,1.55E-186,182.2978906,185.8082749,NA,NA,DOWN,182.2978906,NA
PSMB7,6.50E-163,-0.549884466,0.245,0.623,2.11E-158,4.27E-162,157.6751594,161.3699711,NA,NA,DOWN,157.6751594,NA
PSMB8,1.47E-78,-0.329463815,0.128,0.35,4.78E-74,2.14E-78,73.3206251,77.66956572,NA,NA,NO,73.3206251,NA
PSMB9,4.86E-64,-0.301224997,0.157,0.364,1.58E-59,6.35E-64,58.80190115,63.19733101,NA,NA,NO,58.80190115,NA
PSMC1,3.83E-126,-0.377721377,0.128,0.435,1.25E-121,1.31E-125,120.9043994,124.8842633,NA,NA,NO,120.9043994,NA
PSMC2,7.42E-107,-0.34989982,0.117,0.386,2.41E-102,1.80E-106,101.6176787,105.7444042,NA,NA,NO,101.6176787,NA
PSMC3,2.68E-120,-0.420034305,0.163,0.469,8.71E-116,8.30E-120,115.0601941,119.0809053,NA,NA,NO,115.0601941,NA
PSMC4,2.40E-91,-0.313212839,0.137,0.393,7.80E-87,4.40E-91,86.10801396,90.35645951,NA,NA,NO,86.10801396,NA
PSMC5,5.01E-128,-0.435759384,0.19,0.517,1.63E-123,1.75E-127,122.7881615,126.7567444,NA,NA,NO,122.7881615,NA
PSMD13,1.20E-94,-0.310806369,0.085,0.317,3.89E-90,2.33E-94,89.41016302,93.63245267,NA,NA,NO,89.41016302,NA
PSMD14,2.23E-111,-0.381673041,0.146,0.435,7.25E-107,5.94E-111,106.1398618,110.2262927,NA,NA,NO,106.1398618,NA
PSMD4,8.26E-81,-0.270608278,0.223,0.494,2.68E-76,1.25E-80,75.57115671,79.90443867,NA,NA,NO,75.57115671,NA
PSMD7,1.45E-160,-0.525478567,0.156,0.511,4.73E-156,9.29E-160,155.3255772,159.0317969,NA,NA,DOWN,155.3255772,NA
PSMD8,1.19E-166,-0.651478075,0.256,0.613,3.88E-162,8.18E-166,161.4111624,165.0874189,NA,NA,DOWN,161.4111624,NA
PSMD9,5.30E-122,-0.380525369,0.088,0.361,1.72E-117,1.70E-121,116.7641231,120.7705678,NA,NA,NO,116.7641231,NA
PSME1,3.65E-132,-0.51701846,0.179,0.495,1.19E-127,1.36E-131,126.9258083,130.8653063,NA,NA,DOWN,126.9258083,NA
PSME2,5.48E-114,-0.562460044,0.159,0.44,1.78E-109,1.52E-113,108.7495533,112.816801,NA,NA,DOWN,108.7495533,NA
PSMF1,1.37E-80,-0.263823802,0.087,0.298,4.46E-76,2.06E-80,75.35058424,79.6857602,NA,NA,NO,75.35058424,NA
PSPH,1.30E-55,-0.259344903,0.044,0.184,4.23E-51,1.62E-55,50.37330437,54.79086255,NA,NA,NO,50.37330437,NA
PSRC1,1.75E-66,-0.25318554,0.096,0.29,5.69E-62,2.33E-66,61.24467364,65.63280426,NA,NA,NO,61.24467364,NA
PTGDS,7.29E-16,-0.839667947,0.121,0.194,2.37E-11,7.90E-16,10.62538659,15.10245829,NA,NA,DOWN,10.62538659,NA
PTGES3,6.04E-200,-0.669538637,0.262,0.667,1.96E-195,7.24E-199,194.7067877,198.1400061,NA,NA,DOWN,194.7067877,NA
PTMA,1.18E-120,-0.589451627,0.833,0.977,3.85E-116,3.70E-120,115.4145911,119.4313861,NA,NA,DOWN,115.4145911,NA
PTP4A2,1.45E-78,-0.282710685,0.218,0.485,4.70E-74,2.11E-78,73.3278915,77.67646578,NA,NA,NO,73.3278915,NA
PTS,4.29E-87,-0.260643082,0.064,0.275,1.40E-82,7.29E-87,81.85536402,86.13711366,NA,NA,NO,81.85536402,NA
PTTG1,1.50E-79,-0.753026568,0.076,0.269,4.89E-75,2.22E-79,74.31110723,78.65452006,NA,NA,DOWN,74.31110723,NA
PTTG1IP,5.29E-132,-0.536350385,0.15,0.461,1.72E-127,1.96E-131,126.7647625,130.7070714,NA,NA,DOWN,126.7647625,NA
PUF60,3.68E-92,-0.306541551,0.143,0.402,1.20E-87,6.86E-92,86.92178931,91.16372498,NA,NA,NO,86.92178931,NA
PYURF,2.63E-159,-0.533216552,0.167,0.521,8.53E-155,1.67E-158,154.0688234,157.7782483,NA,NA,DOWN,154.0688234,NA
QDPR,6.96E-85,-0.612207795,0.114,0.344,2.26E-80,1.14E-84,79.64575943,83.94427928,NA,NA,DOWN,79.64575943,NA
RAB10,3.41E-102,-0.318105593,0.148,0.427,1.11E-97,7.64E-102,96.95577359,101.1171202,NA,NA,NO,96.95577359,NA
RAB11A,8.32E-94,-0.290874461,0.15,0.415,2.70E-89,1.59E-93,88.56809966,92.79816213,NA,NA,NO,88.56809966,NA
RAB13,2.13E-108,-0.423509842,0.138,0.414,6.92E-104,5.34E-108,103.1599139,107.2723583,NA,NA,NO,103.1599139,NA
RAB14,5.99E-92,-0.265447534,0.124,0.377,1.95E-87,1.11E-91,86.71083703,90.95417591,NA,NA,NO,86.71083703,NA
RAB1A,8.34E-148,-0.490446056,0.151,0.491,2.71E-143,4.19E-147,142.5668357,146.3782501,NA,NA,NO,142.5668357,NA
RAB2A,1.78E-83,-0.311408834,0.329,0.635,5.78E-79,2.83E-83,78.23790506,82.54779028,NA,NA,NO,78.23790506,NA
RAB31,8.16E-110,-0.472005781,0.169,0.46,2.65E-105,2.09E-109,104.5766334,108.6788586,NA,NA,NO,104.5766334,NA
RAB5A,1.64E-78,-0.252398303,0.139,0.373,5.33E-74,2.39E-78,73.27303819,77.62234484,NA,NA,NO,73.27303819,NA
RAB5C,1.74E-153,-0.524205206,0.153,0.497,5.67E-149,9.74E-153,148.246435,152.0112494,NA,NA,DOWN,148.246435,NA
RAB5IF,8.88E-105,-0.374408458,0.163,0.444,2.89E-100,2.09E-104,99.53945219,103.6805955,NA,NA,NO,99.53945219,NA
RAB7A,5.88E-119,-0.422891143,0.186,0.499,1.91E-114,1.79E-118,113.7190416,117.7467139,NA,NA,NO,113.7190416,NA
RABAC1,3.53E-90,-0.424560867,0.396,0.682,1.15E-85,6.36E-90,84.94005168,89.19672622,NA,NA,NO,84.94005168,NA
RAC1,2.48E-96,-0.578884396,0.436,0.712,8.06E-92,4.98E-96,91.09342348,95.30277786,NA,NA,DOWN,91.09342348,NA
RACK1,5.09E-214,-0.695340255,0.729,0.958,1.66E-209,7.51E-213,208.7810931,212.1241348,NA,NA,DOWN,208.7810931,NA
RAD23A,1.56E-137,-0.481739733,0.201,0.539,5.06E-133,6.29E-137,132.2958671,136.2011509,NA,NA,NO,132.2958671,NA
RALA,1.82E-91,-0.29533372,0.138,0.393,5.93E-87,3.36E-91,86.22716604,90.47376156,NA,NA,NO,86.22716604,NA
RAMP1,4.76E-69,-0.550461567,0.236,0.456,1.55E-64,6.42E-69,63.81009722,68.19216312,NA,NA,DOWN,63.81009722,NA
RAN,9.53E-213,-0.893121428,0.382,0.769,3.10E-208,1.37E-211,207.5089891,210.8630263,NA,NA,DOWN,207.5089891,NA
RANBP1,3.40E-112,-0.497563121,0.255,0.561,1.10E-107,9.13E-112,106.9569121,111.0393031,NA,NA,NO,106.9569121,NA
RAP1A,1.40E-126,-0.459964472,0.109,0.397,4.54E-122,4.78E-126,121.3433342,125.3206207,NA,NA,NO,121.3433342,NA
RAP1B,3.01E-115,-0.364298176,0.14,0.429,9.77E-111,8.58E-115,110.0100194,114.0666307,NA,NA,NO,110.0100194,NA
RASSF4,3.07E-56,-0.277474588,0.089,0.255,9.97E-52,3.83E-56,51.0012755,55.41726752,NA,NA,NO,51.0012755,NA
RASSF6,1.73E-31,0.349265838,0.105,0.049,5.62E-27,1.93E-31,26.25044595,30.71507284,NA,NA,NO,26.25044595,NA
RBIS,6.86E-99,-0.323689597,0.209,0.503,2.23E-94,1.45E-98,93.65175504,97.83723537,NA,NA,NO,93.65175504,NA
RBM3,5.06E-96,-0.385454068,0.302,0.606,1.64E-91,1.01E-95,90.78433662,94.9957063,NA,NA,NO,90.78433662,NA
RBM8A,5.61E-97,-0.371596696,0.284,0.587,1.82E-92,1.14E-96,91.73951427,95.94429976,NA,NA,NO,91.73951427,NA
RBX1,4.82E-185,-0.628190365,0.321,0.72,1.57E-180,4.62E-184,179.8054801,183.3356085,NA,NA,DOWN,179.8054801,NA
RCAN1,2.77E-62,-0.576518123,0.136,0.325,8.99E-58,3.57E-62,57.04629097,61.44792748,NA,NA,DOWN,57.04629097,NA
RCN1,3.62E-76,-0.261053919,0.099,0.311,1.18E-71,5.17E-76,70.92913426,75.28641649,NA,NA,NO,70.92913426,NA
RDX,5.62E-145,-0.794982065,0.287,0.618,1.83E-140,2.64E-144,139.7381084,143.5776304,NA,NA,DOWN,139.7381084,NA
REEP5,2.67E-94,-0.311736184,0.172,0.446,8.68E-90,5.17E-94,89.06158444,93.28631807,NA,NA,NO,89.06158444,NA
RER1,5.70E-130,-0.408543545,0.123,0.429,1.85E-125,2.05E-129,124.7318592,128.6888603,NA,NA,NO,124.7318592,NA
REX1BD,1.07E-89,-0.31319402,0.179,0.446,3.48E-85,1.91E-89,84.45898745,88.71971874,NA,NA,NO,84.45898745,NA
REXO2,4.14E-95,-0.357786429,0.119,0.366,1.34E-90,8.10E-95,89.87160519,94.09143703,NA,NA,NO,89.87160519,NA
RGCC,4.88E-11,-0.255600938,0.112,0.172,1.58E-06,5.23E-11,5.800098225,10.28178003,NA,NA,NO,5.800098225,NA
RGS1,1.08E-37,-0.864380729,0.033,0.126,3.51E-33,1.23E-37,32.45478596,36.91119967,NA,NA,DOWN,32.45478596,NA
RGS10,2.78E-39,-0.455797269,0.069,0.181,9.04E-35,3.17E-39,34.04391563,38.49832335,NA,NA,NO,34.04391563,NA
RGS2,2.98E-45,-0.266398894,0.149,0.316,9.69E-41,3.50E-45,40.01383698,44.45601024,NA,NA,NO,40.01383698,NA
RHEB,2.06E-162,-0.636412052,0.241,0.6,6.69E-158,1.35E-161,157.1747758,160.8712357,NA,NA,DOWN,157.1747758,NA
RHOA,3.63E-276,-0.849018606,0.259,0.717,1.18E-271,1.28E-274,270.9282121,273.8932641,NA,NA,DOWN,270.9282121,NA
RHOB,3.73E-92,-0.498811668,0.199,0.466,1.21E-87,6.93E-92,86.91674391,91.15914781,NA,NA,NO,86.91674391,NA
RHOBTB3,1.41E-74,-0.336287235,0.237,0.496,4.59E-70,1.98E-74,69.33859512,73.70335616,NA,NA,NO,69.33859512,NA
RHOC,3.49E-171,-0.673371346,0.144,0.5,1.14E-166,2.61E-170,165.9448101,169.583278,NA,NA,DOWN,165.9448101,NA
RHOG,1.10E-75,-0.312774141,0.047,0.223,3.58E-71,1.56E-75,70.44648681,74.80627631,NA,NA,NO,70.44648681,NA
RIC3,1.02E-17,0.51963228,0.278,0.234,3.32E-13,1.11E-17,12.47888262,16.95486245,NA,NA,UP,12.47888262,NA
RNASEH2C,8.11E-83,-0.302055064,0.159,0.408,2.64E-78,1.27E-82,77.57902856,81.89527717,NA,NA,NO,77.57902856,NA
RNASEK,1.18E-140,-0.532910434,0.406,0.763,3.84E-136,5.07E-140,135.4157055,139.2947874,NA,NA,DOWN,135.4157055,NA
RNASET2,3.34E-84,-0.96472484,0.067,0.263,1.08E-79,5.36E-84,78.96500691,83.27086713,NA,NA,DOWN,78.96500691,NA
RNF114,2.64E-83,-0.273370799,0.098,0.319,8.59E-79,4.20E-83,78.06612527,82.37721074,NA,NA,NO,78.06612527,NA
RNF13,3.80E-95,-0.362031671,0.133,0.39,1.24E-90,7.47E-95,89.90807478,94.12691959,NA,NA,NO,89.90807478,NA
RNF130,2.71E-89,-0.341264755,0.096,0.327,8.81E-85,4.80E-89,84.05506391,88.3184788,NA,NA,NO,84.05506391,NA
RNF181,1.97E-128,-0.428207203,0.179,0.503,6.41E-124,6.94E-128,123.192961,127.1588984,NA,NA,NO,123.192961,NA
RNF19A,7.63E-42,-0.283514596,0.132,0.282,2.48E-37,8.84E-42,36.60540122,41.05373479,NA,NA,NO,36.60540122,NA
